Year,P&L Line,Geography,Operating Unit,Global Categories,Mapping,USD (Millions),Local Currency (Millions)
2019,COGS,ASPOU Non-T40,ASP OU,Plant Based Beverages,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,Plant Based Beverages,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,Plant Based Beverages,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Plant Based Beverages,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Plant Based Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Juices/Nectars,1,4.0816,4.0816
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Juices/Nectars,2,6.2014,8.7630
2019,DfR,ASPOU Non-T40,ASP OU,Juices/Nectars,3,0.0577,0.0882
2019,Net Revenue,ASPOU Non-T40,ASP OU,Juices/Nectars,4,6.1438,8.6747
2019,COGS,ASPOU Non-T40,ASP OU,Juices/Nectars,5,5.7091,8.0745
2019,Gross Profit,ASPOU Non-T40,ASP OU,Juices/Nectars,6,0.4346,0.6002
2019,DME,ASPOU Non-T40,ASP OU,Juices/Nectars,7,1.0056,1.5474
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Juices/Nectars,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Juices/Nectars,10,-0.5709,-0.9472
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Energy,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Energy,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Energy,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Energy,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,Energy,5,0.0002,0.0002
2019,Gross Profit,ASPOU Non-T40,ASP OU,Energy,6,-0.0002,-0.0002
2019,DME,ASPOU Non-T40,ASP OU,Energy,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Energy,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Energy,10,-0.0002,-0.0002
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Categories,1,0.0874,0.0874
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Categories,2,0.2942,0.5249
2019,DfR,ASPOU Non-T40,ASP OU,Other Categories,3,0.0000,0.0001
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Categories,4,0.2941,0.5248
2019,COGS,ASPOU Non-T40,ASP OU,Other Categories,5,0.0604,0.0996
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Categories,6,0.2337,0.4252
2019,DME,ASPOU Non-T40,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Categories,10,0.2337,0.4252
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Categories,10,0.0000,0.0000
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Categories,10,0.0000,0.0000
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Categories,10,0.0000,0.0000
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Other Categories,3,0.1104,0.1511
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Categories,4,-0.1104,-0.1511
2019,COGS,ASPOU Non-T40,ASP OU,Other Categories,5,-2.8788,0.0059
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Categories,6,2.7684,-0.1570
2019,DME,ASPOU Non-T40,ASP OU,Other Categories,7,-1.3733,-1005.2465
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Categories,9,68.5391,5300.1568
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Categories,10,-64.3974,-4295.0673
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Other Categories,10,0.0000,0.0000
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Prepared Coffee,1,0.7781,0.7781
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Prepared Coffee,2,0.0892,0.1219
2019,DfR,ASPOU Non-T40,ASP OU,Prepared Coffee,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,Prepared Coffee,4,0.0892,0.1219
2019,COGS,ASPOU Non-T40,ASP OU,Prepared Coffee,5,0.0674,0.0921
2019,Gross Profit,ASPOU Non-T40,ASP OU,Prepared Coffee,6,0.0218,0.0297
2019,DME,ASPOU Non-T40,ASP OU,Prepared Coffee,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Prepared Coffee,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Prepared Coffee,10,0.0218,0.0297
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Packaged Coffee,1,0.2868,0.2868
2019,Gross Revenue,ASPOU Non-T40,ASP OU,Packaged Coffee,2,1.0714,1.6254
2019,DfR,ASPOU Non-T40,ASP OU,Packaged Coffee,3,0.0000,0.0001
2019,Net Revenue,ASPOU Non-T40,ASP OU,Packaged Coffee,4,1.0713,1.6254
2019,COGS,ASPOU Non-T40,ASP OU,Packaged Coffee,5,0.7098,1.0778
2019,Gross Profit,ASPOU Non-T40,ASP OU,Packaged Coffee,6,0.3615,0.5475
2019,DME,ASPOU Non-T40,ASP OU,Packaged Coffee,7,0.5738,0.8920
2019,Operating Expenses,ASPOU Non-T40,ASP OU,Packaged Coffee,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,Packaged Coffee,10,-0.2122,-0.3445
2019,Unit Cases (UCS),ASPOU Non-T40,ASP OU,NRTD Coffee,1,0.0000,0.0000
2019,Gross Revenue,ASPOU Non-T40,ASP OU,NRTD Coffee,2,0.0000,0.0000
2019,DfR,ASPOU Non-T40,ASP OU,NRTD Coffee,3,0.0000,0.0000
2019,Net Revenue,ASPOU Non-T40,ASP OU,NRTD Coffee,4,0.0000,0.0000
2019,COGS,ASPOU Non-T40,ASP OU,NRTD Coffee,5,0.0000,0.0000
2019,Gross Profit,ASPOU Non-T40,ASP OU,NRTD Coffee,6,0.0000,0.0000
2019,DME,ASPOU Non-T40,ASP OU,NRTD Coffee,7,0.0000,0.0000
2019,Operating Expenses,ASPOU Non-T40,ASP OU,NRTD Coffee,9,0.0000,0.0000
2019,Operating Income,ASPOU Non-T40,ASP OU,NRTD Coffee,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Total Category,1,423.3615,423.3615
2019,Gross Revenue,Thailand,ASP OU,Total Category,2,216.5198,6733.1410
2019,DfR,Thailand,ASP OU,Total Category,3,14.2763,434.4869
2019,Net Revenue,Thailand,ASP OU,Total Category,4,202.2435,6298.6541
2019,COGS,Thailand,ASP OU,Total Category,5,28.3204,882.1373
2019,Gross Profit,Thailand,ASP OU,Total Category,6,173.9232,5416.5168
2019,DME,Thailand,ASP OU,Total Category,7,46.4911,1444.6861
2019,Operating Expenses,Thailand,ASP OU,Total Category,9,11.8502,368.4958
2019,Operating Income,Thailand,ASP OU,Total Category,10,115.5819,3603.3349
2019,Unit Cases (UCS),Thailand,ASP OU,Coca-Cola,1,202.5369,202.5369
2019,Gross Revenue,Thailand,ASP OU,Coca-Cola,2,125.3180,3897.2628
2019,DfR,Thailand,ASP OU,Coca-Cola,3,11.2360,341.1044
2019,Net Revenue,Thailand,ASP OU,Coca-Cola,4,114.0820,3556.1584
2019,COGS,Thailand,ASP OU,Coca-Cola,5,14.0825,438.4368
2019,Gross Profit,Thailand,ASP OU,Coca-Cola,6,99.9995,3117.7216
2019,DME,Thailand,ASP OU,Coca-Cola,7,29.2637,908.8562
2019,Operating Expenses,Thailand,ASP OU,Coca-Cola,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Coca-Cola,10,70.7358,2208.8654
2019,Unit Cases (UCS),Thailand,ASP OU,Sparkling Flavors,1,127.5523,127.5523
2019,Gross Revenue,Thailand,ASP OU,Sparkling Flavors,2,78.1006,2427.8293
2019,DfR,Thailand,ASP OU,Sparkling Flavors,3,1.8293,56.1355
2019,Net Revenue,Thailand,ASP OU,Sparkling Flavors,4,76.2713,2371.6938
2019,COGS,Thailand,ASP OU,Sparkling Flavors,5,12.5149,389.9251
2019,Gross Profit,Thailand,ASP OU,Sparkling Flavors,6,63.7564,1981.7687
2019,DME,Thailand,ASP OU,Sparkling Flavors,7,13.2833,413.0898
2019,Operating Expenses,Thailand,ASP OU,Sparkling Flavors,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Sparkling Flavors,10,50.4732,1568.6789
2019,Unit Cases (UCS),Thailand,ASP OU,Packaged Water,1,88.3467,88.3467
2019,Gross Revenue,Thailand,ASP OU,Packaged Water,2,4.0994,127.4960
2019,DfR,Thailand,ASP OU,Packaged Water,3,0.2819,8.9095
2019,Net Revenue,Thailand,ASP OU,Packaged Water,4,3.8175,118.5865
2019,COGS,Thailand,ASP OU,Packaged Water,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Packaged Water,6,3.8175,118.5865
2019,DME,Thailand,ASP OU,Packaged Water,7,1.5371,47.7961
2019,Operating Expenses,Thailand,ASP OU,Packaged Water,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Packaged Water,10,2.2804,70.7905
2019,Unit Cases (UCS),Thailand,ASP OU,Enhanced Water Beverages,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Enhanced Water Beverages,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Enhanced Water Beverages,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Enhanced Water Beverages,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Enhanced Water Beverages,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Enhanced Water Beverages,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Enhanced Water Beverages,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Enhanced Water Beverages,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Enhanced Water Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Advanced Hydration,1,-0.0030,-0.0030
2019,Gross Revenue,Thailand,ASP OU,Advanced Hydration,2,0.0034,0.1054
2019,DfR,Thailand,ASP OU,Advanced Hydration,3,-0.0015,-0.0465
2019,Net Revenue,Thailand,ASP OU,Advanced Hydration,4,0.0050,0.1520
2019,COGS,Thailand,ASP OU,Advanced Hydration,5,0.0082,0.2532
2019,Gross Profit,Thailand,ASP OU,Advanced Hydration,6,-0.0032,-0.1012
2019,DME,Thailand,ASP OU,Advanced Hydration,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Advanced Hydration,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Advanced Hydration,10,-0.0032,-0.1012
2019,Unit Cases (UCS),Thailand,ASP OU,Tea,1,0.1314,0.1314
2019,Gross Revenue,Thailand,ASP OU,Tea,2,0.1686,5.2241
2019,DfR,Thailand,ASP OU,Tea,3,0.0981,3.0672
2019,Net Revenue,Thailand,ASP OU,Tea,4,0.0704,2.1568
2019,COGS,Thailand,ASP OU,Tea,5,0.0620,1.9198
2019,Gross Profit,Thailand,ASP OU,Tea,6,0.0084,0.2370
2019,DME,Thailand,ASP OU,Tea,7,0.2134,6.6347
2019,Operating Expenses,Thailand,ASP OU,Tea,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Tea,10,-0.2050,-6.3977
2019,Unit Cases (UCS),Thailand,ASP OU,Juices/Nectars,1,0.0736,0.0736
2019,Gross Revenue,Thailand,ASP OU,Juices/Nectars,2,1.0289,31.4754
2019,DfR,Thailand,ASP OU,Juices/Nectars,3,0.3081,9.4683
2019,Net Revenue,Thailand,ASP OU,Juices/Nectars,4,0.7208,22.0071
2019,COGS,Thailand,ASP OU,Juices/Nectars,5,0.2248,6.8797
2019,Gross Profit,Thailand,ASP OU,Juices/Nectars,6,0.4959,15.1274
2019,DME,Thailand,ASP OU,Juices/Nectars,7,0.1288,4.0041
2019,Operating Expenses,Thailand,ASP OU,Juices/Nectars,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Juices/Nectars,10,0.3671,11.1233
2019,Unit Cases (UCS),Thailand,ASP OU,Juice Drinks,1,4.7236,4.7236
2019,Gross Revenue,Thailand,ASP OU,Juice Drinks,2,7.7827,243.1755
2019,DfR,Thailand,ASP OU,Juice Drinks,3,0.5244,15.8486
2019,Net Revenue,Thailand,ASP OU,Juice Drinks,4,7.2582,227.3270
2019,COGS,Thailand,ASP OU,Juice Drinks,5,1.4131,44.2570
2019,Gross Profit,Thailand,ASP OU,Juice Drinks,6,5.8452,183.0700
2019,DME,Thailand,ASP OU,Juice Drinks,7,2.7591,85.7462
2019,Operating Expenses,Thailand,ASP OU,Juice Drinks,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Juice Drinks,10,3.0861,97.3238
2019,Unit Cases (UCS),Thailand,ASP OU,Dairy Beverages,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Dairy Beverages,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Dairy Beverages,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Dairy Beverages,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Dairy Beverages,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Dairy Beverages,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Dairy Beverages,7,0.0265,0.8207
2019,Operating Expenses,Thailand,ASP OU,Dairy Beverages,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Dairy Beverages,10,-0.0265,-0.8207
2019,Unit Cases (UCS),Thailand,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Plant Based Beverages,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Plant Based Beverages,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Plant Based Beverages,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Plant Based Beverages,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Plant Based Beverages,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Plant Based Beverages,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Plant Based Beverages,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Plant Based Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Juices/Nectars,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Juices/Nectars,2,0.0090,0.2852
2019,DfR,Thailand,ASP OU,Juices/Nectars,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Juices/Nectars,4,0.0090,0.2852
2019,COGS,Thailand,ASP OU,Juices/Nectars,5,0.0087,0.2746
2019,Gross Profit,Thailand,ASP OU,Juices/Nectars,6,0.0003,0.0107
2019,DME,Thailand,ASP OU,Juices/Nectars,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Juices/Nectars,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Juices/Nectars,10,0.0003,0.0107
2019,Unit Cases (UCS),Thailand,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Energy,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Energy,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Energy,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Energy,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Energy,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Energy,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Energy,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Energy,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Energy,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Categories,2,0.0093,0.2872
2019,DfR,Thailand,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Other Categories,4,0.0093,0.2872
2019,COGS,Thailand,ASP OU,Other Categories,5,0.0062,0.1912
2019,Gross Profit,Thailand,ASP OU,Other Categories,6,0.0031,0.0960
2019,DME,Thailand,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Other Categories,10,0.0031,0.0960
2019,Unit Cases (UCS),Thailand,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Other Categories,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Other Categories,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,Thailand,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,Thailand,ASP OU,Other Categories,10,0.0000,0.0000
2019,Unit Cases (UCS),Thailand,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,Thailand,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,Thailand,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,Thailand,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,Thailand,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,Thailand,ASP OU,Other Categories,7,-0.7207,-22.2617
2019,Operating Expenses,Thailand,ASP OU,Other Categories,9,11.8502,368.4958
2019,Operating Income,Thailand,ASP OU,Other Categories,10,-11.1295,-346.2341
2019,Unit Cases (UCS),Thailand,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,Thailand,ASP OU,Other Categories,2,0.0000,0.0000
